,index,Job Title,Rating,Company Name,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Salary_Min,Salary_Max,Lower Salary,Upper Salary,Avg Salary(K),company_txt,Job Location,Age,job_title_sim,seniority_by_title,Degree,Location_City,Location_State,Headquarters_City,Headquarters_State
178,210,"Sr. Scientist, Quantitative Translational Sciences",3.7,Takeda Pharmaceuticals,10000+ ,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",117,206 ,117,206,161.5,Takeda Pharmaceuticals,MA,240,other scientist,sr,M,Boston,MA,OSAKA,Japan
179,211,Sr. Data Scientist II,3.4,Argo Group US,1001 - 5000 ,1948,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),-1,111,183 ,111,183,147.0,Argo Group US,NY,73,data scientist,sr,na,New York,NY,Hamilton,Bermuda
180,212,Excel / VBA / SQL Data Analyst,4.1,Associated Electric Cooperative,501 - 1000 ,1961,Company - Private,Energy,"Oil, Gas, Energy & Utilities",$1 to $2 billion (USD),-1,44,78 ,44,78,61.0,Associated Electric Cooperative,MO,60,analyst,na,M,Springfield,MO,Springfield,MO
181,213,Machine Learning Research Scientist,2.6,Software Engineering Institute,501 - 1000 ,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,81,159 ,81,159,120.0,Software Engineering Institute,PA,37,machine learning engineer,na,P,Pittsburgh,PA,Pittsburgh,PA
182,215,"VP, Data Science",3.2,PennyMac,1001 - 5000 ,2008,Company - Public,Lending,Finance,$500 million to $1 billion (USD),"Nationstar Mortgage, Caliber Funding, Quicken Loans",83,166 ,83,166,124.5,PennyMac,AZ,13,data scientist,na,na,Phoenix,AZ,Westlake Village,CA
183,216,Senior Data Scientist,3.9,Zest AI,51 - 200 ,2009,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),-1,114,182 ,114,182,148.0,Zest AI,CA,12,data scientist,sr,M,Burbank,CA,Burbank,CA
184,217,Radar Data Analyst,4.7,DECISIVE ANALYTICS Corporation,51 - 200 ,1996,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),"Torch Technologies, American Systems",42,76 ,42,76,59.0,DECISIVE ANALYTICS Corporation,AL,25,analyst,na,na,Huntsville,AL,Arlington,VA
185,221,PL Actuarial-Lead Data Scientist,3.7,The Hanover Insurance Group,5001 - 10000 ,1852,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),-1,114,179 ,114,179,146.5,The Hanover Insurance Group,MA,169,data scientist,sr,M,Worcester,MA,Worcester,MA
186,223,PV Scientist,2.9,Karyopharm Therapeutics Inc.,201 - 500 ,-1,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,60,123 ,60,123,91.5,Karyopharm Therapeutics Inc.,MA,-1,other scientist,na,P,Newton,MA,Newton,MA
187,224,Senior Data & Machine Learning Scientist,3.0,Tempus Labs,501 - 1000 ,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,100,166 ,100,166,133.0,Tempus Labs,IL,6,machine learning engineer,sr,P,Chicago,IL,Chicago,IL
188,225,Principal Data Scientist (Computational Chemistry),4.7,Recursion Pharmaceuticals,51 - 200 ,2013,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),-1,108,173 ,108,173,140.5,Recursion Pharmaceuticals,UT,8,data scientist,sr,na,Salt Lake City,UT,Salt Lake City,UT
189,226,Data Engineer,3.7,P2 Energy Solutions,501 - 1000 ,-1,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,48,93 ,48,93,70.5,P2 Energy Solutions,LA,-1,data engineer,na,na,Lafayette,LA,Denver,CO
190,228,"Principal Scientist, Chemistry & Immunology",3.3,Rochester Regional Health,10000+ ,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,54,115 ,54,115,84.5,Rochester Regional Health,NY,7,other scientist,sr,P,Rochester,NY,Rochester,NY
191,229,Software Engineer - Data Visualization,4.0,ClearEdge,51 - 200 ,2002,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),-1,60,127 ,60,127,93.5,ClearEdge,MD,19,na,na,M,Annapolis Junction,MD,Annapolis Junction,MD
192,230,"Scientist/Senior Scientist, Autoimmune",4.4,Rubius Therapeutics,201 - 500 ,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1,90,179 ,90,179,134.5,Rubius Therapeutics,MA,8,other scientist,sr,P,Cambridge,MA,Cambridge,MA
193,233,Staff Machine Learning Engineer,3.9,Tapjoy,201 - 500 ,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",138,224 ,138,224,181.0,Tapjoy,CA,14,machine learning engineer,na,na,San Francisco,CA,San Francisco,CA
194,234,"Principal Scientist, Hematology",3.3,Rochester Regional Health,10000+ ,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,54,115 ,54,115,84.5,Rochester Regional Health,NY,7,other scientist,sr,P,Rochester,NY,Rochester,NY
195,235,Lead Data Engineer,4.1,Credit Sesame,51 - 200 ,2010,Company - Private,Internet,Information Technology,$50 to $100 million (USD),"Credit Karma, LendUp, SoFi",190,220(Employer est.),190,220,205.0,Credit Sesame,CA,11,data engineer,sr,na,Mountain View,CA,Mountain View,CA
196,239,Marketing Data Analyst,3.6,San Manuel Casino,1001 - 5000 ,1986,Company - Private,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),-1,35,62 ,35,62,48.5,San Manuel Casino,CA,35,analyst,na,M,Highland,CA,Highland,CA
197,240,Medical Laboratory Scientist,4.0,Texas Health Huguley Hospital,1001 - 5000 ,1977,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),-1,18,25 Per Hour,37,52,44.5,Texas Health Huguley Hospital,TX,44,other scientist,na,na,Burleson,TX,Arlington,TX
198,242,R&D Specialist/ Food Scientist,2.4,Teasdale Latin Foods,501 - 1000 ,-1,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),-1,39,66 ,39,66,52.5,Teasdale Latin Foods,IL,-1,other scientist,na,na,Hoopeston,IL,Flower Mound,TX
199,243,Senior Research Scientist-Machine Learning,2.6,Software Engineering Institute,501 - 1000 ,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,81,167 ,81,167,124.0,Software Engineering Institute,PA,37,machine learning engineer,sr,P,Pittsburgh,PA,Pittsburgh,PA
200,245,Analytics Manager - Data Mart,3.5,Central California Alliance for Health,501 - 1000 ,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,42,86 ,42,86,64.0,Central California Alliance for Health,CA,25,Data scientist project manager,na,na,Scotts Valley,CA,Scotts Valley,CA
201,246,Sr. Data Engineer - Contract-to-Hire (Java),3.0,Pilot Flying J Travel Centers LLC,10000+ ,1958,Company - Private,Gas Stations,Retail,$10+ billion (USD),"TravelCenters of America, Love's Travel Stops & Country Stores, Wawa",69,127 ,69,127,98.0,Pilot Flying J Travel Centers LLC,TN,63,data engineer,sr,M,Knoxville,TN,Knoxville,TN
202,247,MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,3.6,Beebe Healthcare,1001 - 5000 ,1935,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,21,34 Per Hour,43,70,56.5,Beebe Healthcare,DE,86,other scientist,na,na,Millville,DE,Lewes,DE
203,248,Food Scientist - Developer,3.3,Palermo's Pizza,501 - 1000 ,1964,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,40,68 ,40,68,54.0,Palermo's Pizza,WI,57,other scientist,na,na,Milwaukee,WI,Milwaukee,WI
204,250,Staff Scientist-Downstream Process Development,2.7,Advanced BioScience Laboratories,201 - 500 ,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1,49,113 ,49,113,81.0,Advanced BioScience Laboratories,MD,60,other scientist,na,P,Rockville,MD,Rockville,MD
205,251,Sr. Data Engineer,3.4,Echo Global Logistics,1001 - 5000 ,2005,Company - Public,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),"C.H. Robinson, Total Quality Logistics, Coyote Logistics",75,140 ,75,140,107.5,Echo Global Logistics,IL,16,data engineer,sr,na,Chicago,IL,Chicago,IL
206,253,Data Scientist - Quantitative,3.8,Truckstop.com,501 - 1000 ,1995,Company - Private,Logistics & Supply Chain,Transportation & Logistics,Unknown / Non-Applicable,-1,86,139 ,86,139,112.5,Truckstop.com,IL,26,data scientist,na,M,Chicago,IL,New Plymouth,ID
207,254,Data Scientist,3.7,Lockheed Martin,10000+ ,1995,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),"Boeing, Northrop Grumman, Raytheon",66,112 ,66,112,89.0,Lockheed Martin,VA,26,data scientist,na,na,Herndon,VA,Bethesda,MD
208,255,Senior Research Statistician- Data Scientist,4.8,Acuity Insurance,1001 - 5000 ,1925,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD),-1,76,125 ,76,125,100.5,Acuity Insurance,WI,96,data scientist,sr,M,Sheboygan,WI,Sheboygan,WI
209,256,"Business Data Analyst, SQL",3.8,Fareportal,1001 - 5000 ,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",44,86 ,44,86,65.0,Fareportal,NY,19,analyst,na,na,New York,NY,New York,NY
210,257,Medical Technologist / Clinical Laboratory Scientist,3.4,"Veterans Affairs, Veterans Health Administration",10000+ ,1930,Government,Federal Agencies,Government,Unknown / Non-Applicable,-1,15,25 Per Hour,31,52,41.5,"Veterans Affairs, Veterans Health Administration",LA,91,other scientist,na,M,New Orleans,LA,Washington,DC
211,258,Data Scientist,4.3,Credera,201 - 500 ,1999,Subsidiary or Business Segment,Consulting,Business Services,Unknown / Non-Applicable,-1,53,92 ,53,92,72.5,Credera,TX,22,data scientist,na,M,Dallas,TX,Dallas,TX
212,259,Senior Data Analyst,4.8,KnowBe4,501 - 1000 ,2010,Company - Private,Security Services,Business Services,$100 to $500 million (USD),-1,44,78 ,44,78,61.0,KnowBe4,FL,11,analyst,sr,M,Clearwater,FL,Clearwater,FL
213,260,BI & Platform Analytics Manager,3.4,Church & Dwight,1001 - 5000 ,1846,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),-1,85,134 ,85,134,109.5,Church & Dwight,NJ,175,Data scientist project manager,na,M,Ewing,NJ,Ewing,NJ
214,262,Data Engineer,3.9,Cogo Labs,51 - 200 ,2005,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,59,110 ,59,110,84.5,Cogo Labs,MA,16,data engineer,na,na,Cambridge,MA,Cambridge,MA
215,263,Data Scientist,3.4,Spectrum Communications and Consulting,51 - 200 ,1992,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),-1,64,111 ,64,111,87.5,Spectrum Communications and Consulting,IL,29,data scientist,na,na,Chicago,IL,Chicago,IL
216,264,Data Analyst,3.1,NCSOFT,1001 - 5000 ,1997,Company - Public,Video Games,Media,$10+ billion (USD),"Blizzard Entertainment, Riot Games, Electronic Arts",65,120 ,65,120,92.5,NCSOFT,CA,24,analyst,na,na,San Mateo,CA,Seoul,South Korea
217,265,Associate Data Scientist/Computer Scientist,3.2,MITRE,5001 - 10000 ,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC",60,103 ,60,103,81.5,MITRE,VA,63,data scientist,na,na,McLean,VA,Bedford,MA
218,266,Business Intelligence Analyst / Developer,4.3,"Dayton Freight Lines, Inc.",1001 - 5000 ,1981,Company - Private,Trucking,Transportation & Logistics,Unknown / Non-Applicable,"Old Dominion Freight, Pitt Ohio Express",53,105 ,53,105,79.0,"Dayton Freight Lines, Inc.",OH,40,analyst,na,na,Dayton,OH,Dayton,OH
219,267,Lead Data Scientist,3.6,MassMutual,5001 - 10000 ,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,124,204 ,124,204,164.0,MassMutual,MA,170,data scientist,sr,P,Boston,MA,Springfield,MA
220,268,"Sr. Data Scientist - Analytics, Personalized Healthcare (PHC)",3.9,Genentech,10000+ ,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,131,207 ,131,207,169.0,Genentech,CA,45,data scientist,sr,P,South San Francisco,CA,South San Francisco,CA
221,269,Senior Data Scientist,3.8,Juniper Networks,5001 - 10000 ,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),-1,110,174 ,110,174,142.0,Juniper Networks,CA,25,data scientist,sr,P,Cupertino,CA,Sunnyvale,CA
222,270,Data Analyst,2.8,Community Action Partnership of San Luis Obispo,501 - 1000 ,-1,Nonprofit Organization,Social Assistance,Non-Profit,$50 to $100 million (USD),-1,33,62 ,33,62,47.5,Community Action Partnership of San Luis Obispo,CA,-1,analyst,na,na,Parlier,CA,San Luis Obispo,CA
223,273,Pricipal Scientist Molecular and cellular biologist,3.7,Takeda Pharmaceuticals,10000+ ,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",52,101 ,52,101,76.5,Takeda Pharmaceuticals,MA,240,other scientist,na,P,Boston,MA,OSAKA,Japan
224,274,Data Analyst,3.4,TrueAccord,51 - 200 ,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,48,90 ,48,90,69.0,TrueAccord,CA,8,analyst,na,na,San Francisco,CA,San Francisco,CA
225,275,Data Analyst,4.0,DRB Systems,201 - 500 ,1984,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),-1,34,64 ,34,64,49.0,DRB Systems,ID,37,analyst,na,na,Meridian,ID,Akron,OH
226,276,Staff Data Scientist,3.5,Western Digital,10000+ ,1970,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Seagate Technology, Toshiba",132,211 ,132,211,171.5,Western Digital,CA,51,data scientist,na,M,San Jose,CA,San Jose,CA
227,277,"Data Scientist (Actuary, FSA or ASA)",3.8,Legal & General America,501 - 1000 ,1981,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),-1,81,133 ,81,133,107.0,Legal & General America,MD,40,data scientist,na,M,Frederick,MD,Frederick,MD
228,278,System and Data Analyst,3.7,Corcentric,201 - 500 ,1996,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,42,76 ,42,76,59.0,Corcentric,NJ,25,analyst,na,M,Cherry Hill,NJ,Cherry Hill,NJ
229,281,Data Scientist,3.5,U.Group,201 - 500 ,2019,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,66,111 ,66,111,88.5,U.Group,IN,2,data scientist,na,M,Indianapolis,IN,Arlington,VA
230,282,Data Engineer 5 - Contract (Remote),4.2,The Church of Jesus Christ of Latter-day Saints,10000+ ,-1,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,-1,74,140 ,74,140,107.0,The Church of Jesus Christ of Latter-day Saints,UT,-1,data engineer,na,M,Riverton,UT,Salt Lake City,UT
231,284,Digital Health Data Scientist,4.0,Pfizer,10000+ ,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,63,110 ,63,110,86.5,Pfizer,MA,172,data scientist,na,na,Cambridge,MA,New York,NY
232,285,Data Scientist,4.3,SMC 3,51 - 200 ,1935,Nonprofit Organization,Logistics & Supply Chain,Transportation & Logistics,$10 to $25 million (USD),-1,63,105 ,63,105,84.0,SMC 3,KY,86,data scientist,na,M,Louisville,KY,Peachtree City,GA
233,288,Data & Analytics Consultant (NYC),4.7,Systems Evolution Inc.,201 - 500 ,1992,Company - Private,Consulting,Business Services,$50 to $100 million (USD),-1,91,138 ,91,138,114.5,Systems Evolution Inc.,NY,29,data analitics,na,M,New York,NY,Cincinnati,OH
234,289,Senior Scientist - Neuroscience,3.5,Sunovion,1001 - 5000 ,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),"Shire, GlaxoSmithKline, Allergan",100,190 ,100,190,145.0,Sunovion,MA,11,other scientist,sr,P,Marlborough,MA,Marlborough,MA
235,290,Data Engineer,4.4,Eventbrite,1001 - 5000 ,2006,Company - Public,Internet,Information Technology,$100 to $500 million (USD),"See Tickets, TicketWeb, Vendini",62,114 ,62,114,88.0,Eventbrite,TN,15,data engineer,na,na,Nashville,TN,San Francisco,CA
236,291,Big Data Engineer - Chicago - Future Opportunity,4.1,Centro,501 - 1000 ,2001,Company - Private,Internet,Information Technology,$100 to $500 million (USD),"Mediaocean, The Trade Desk, MediaMath",71,129 ,71,129,100.0,Centro,IL,20,data engineer,na,na,Chicago,IL,Chicago,IL
237,292,Senior Data Analyst,2.9,National Student Clearinghouse,201 - 500 ,1993,Nonprofit Organization,Colleges & Universities,Education,$25 to $50 million (USD),"Ellucian, Parchment, College Board",43,80 ,43,80,61.5,National Student Clearinghouse,VA,28,analyst,sr,M,Herndon,VA,Herndon,VA
238,293,Data Scientist,2.5,comScore,1001 - 5000 ,1999,Company - Public,Advertising & Marketing,Business Services,$1 to $2 billion (USD),"Nielsen, Hitwise, Coremetrics",74,119 ,74,119,96.5,comScore,OR,22,data scientist,na,na,Portland,OR,Reston,VA
239,295,Survey Data Analyst,4.2,SullivanCotter,201 - 500 ,1992,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,"Mercer, Korn Ferry, Integrated Healthcare Strategies",55,97 ,55,97,76.0,SullivanCotter,MN,29,analyst,na,na,Minneapolis,MN,Chicago,IL
240,296,Data Scientist,3.9,NPD,1001 - 5000 ,1966,Company - Private,Research & Development,Business Services,$100 to $500 million (USD),-1,15,16(Employer est.),15,16,15.5,NPD,NY,55,data scientist,na,na,Port Washington,NY,Port Washington,NY
241,299,Data Scientist,4.3,Bakery Agency,Jan-50,2010,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,61,106 ,61,106,83.5,Bakery Agency,TX,11,data scientist,na,na,Austin,TX,Austin,TX
242,300,"Risk and Analytics IT, Data Scientist",2.7,State of Wisconsin Investment Board,51 - 200 ,1951,Government,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),-1,91,149 ,91,149,120.0,State of Wisconsin Investment Board,WI,70,data scientist,na,na,Madison,WI,Madison,WI
243,302,Data Scientist,3.9,Genentech,10000+ ,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,127,199 ,127,199,163.0,Genentech,CA,45,data scientist,na,M,South San Francisco,CA,South San Francisco,CA
244,305,Lead Health Data Analyst - Front End,3.4,Blue Cross & Blue Shield of Rhode Island,501 - 1000 ,1939,Nonprofit Organization,Insurance Carriers,Insurance,Unknown / Non-Applicable,UnitedHealth Group,74,126 ,74,126,100.0,Blue Cross & Blue Shield of Rhode Island,RI,82,analyst,sr,na,Providence,RI,Providence,RI
245,306,Research Scientist,3.8,Boys Town,1001 - 5000 ,1917,Nonprofit Organization,Social Assistance,Non-Profit,Unknown / Non-Applicable,"Boys & Girls Clubs of America, AdoptUSKids, Foster Care to Success",33,72 ,33,72,52.5,Boys Town,NE,104,other scientist,na,P,Omaha,NE,Omaha,NE
246,307,Medical Lab Scientist,3.6,Tower Health,5001 - 10000 ,2017,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,17,24 Per Hour,35,49,42.0,Tower Health,PA,4,other scientist,na,na,West Reading,PA,Reading,PA
247,308,Junior Data Analyst,3.3,The HSC Health Care System,501 - 1000 ,1883,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,37,63 ,37,63,50.0,The HSC Health Care System,DC,138,analyst,jr,M,Washington,DC,Washington,DC
248,309,SQL Data Engineer,3.4,Pro-Sphere Tek,201 - 500 ,2006,Company - Private,Consulting,Business Services,$50 to $100 million (USD),-1,67,119 ,67,119,93.0,Pro-Sphere Tek,TX,15,data engineer,na,M,Austin,TX,Alexandria,VA
249,310,Data Scientist,3.0,Ameritas Life Insurance Corp,1001 - 5000 ,1887,Company - Private,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),-1,72,117 ,72,117,94.5,Ameritas Life Insurance Corp,OH,134,data scientist,na,na,Cincinnati,OH,Lincoln,NE
250,311,Senior Data Scientist,4.0,Autodesk,5001 - 10000 ,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),-1,116,185 ,116,185,150.5,Autodesk,CA,39,data scientist,sr,P,San Francisco,CA,San Rafael,CA
251,312,Data Scientist,3.7,Genworth,1001 - 5000 ,2004,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),"MetLife, Northwestern Mutual, Prudential",78,126 ,78,126,102.0,Genworth,NC,17,data scientist,na,M,Raleigh,NC,Richmond,VA
252,313,"Scientist, Analytical Development",4.4,Rubius Therapeutics,201 - 500 ,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1,42,82 ,42,82,62.0,Rubius Therapeutics,MA,8,other scientist,na,P,Cambridge,MA,Cambridge,MA
253,314,Analytics Manager,4.3,OneMagnify,201 - 500 ,1967,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,59,116 ,59,116,87.5,OneMagnify,MI,54,Data scientist project manager,na,na,Dearborn,MI,Detroit,MI
254,316,Clinical Data Scientist,4.0,Pfizer,10000+ ,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,63,105 ,63,105,84.0,Pfizer,CT,172,data scientist,na,M,Groton,CT,New York,NY
255,317,Data Scientist,4.0,Novetta,501 - 1000 ,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton",109,177 ,109,177,143.0,Novetta,VA,9,data scientist,na,na,Herndon,VA,Mc Lean,VA
256,318,"Sr. Data Scientist, Cyber-Security LT Contract",3.2,"Numeric, LLC",Jan-50,-1,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,116,194 ,116,194,155.0,"Numeric, LLC",PA,-1,data scientist,sr,M,Phila,PA,Chadds Ford,PA
257,319,Data Engineer,4.2,IZEA,51 - 200 ,2006,Company - Public,Advertising & Marketing,Business Services,$25 to $50 million (USD),"Linqia, Collective Bias",48,95 ,48,95,71.5,IZEA,FL,15,data engineer,na,na,Winter Park,FL,Winter Park,FL
258,320,Data Scientist,3.9,Trace Data,51 - 200 ,2000,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),-1,83,133 ,83,133,108.0,Trace Data,CA,21,data scientist,na,M,Oakland,CA,Santa Ana,CA
259,322,Sr. Scientist - Digital & Image Analysis/Computational Pathology,3.7,Takeda Pharmaceuticals,10000+ ,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",105,198 ,105,198,151.5,Takeda Pharmaceuticals,CA,240,other scientist,sr,M,San Diego,CA,OSAKA,Japan
260,323,Digital Marketing & ECommerce Data Analyst,3.6,Vionic Group,51 - 200 ,2006,Subsidiary or Business Segment,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),-1,31,72 ,31,72,51.5,Vionic Group,CA,15,analyst,na,na,San Rafael,CA,San Rafael,CA
261,324,Principal Scientist - Immunologist,3.7,Takeda Pharmaceuticals,10000+ ,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",98,182 ,98,182,140.0,Takeda Pharmaceuticals,MA,240,other scientist,sr,M,Boston,MA,OSAKA,Japan
262,325,Senior Data Analyst,2.8,Dodge Data & Analytics,201 - 500 ,2014,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,55,100 ,55,100,77.5,Dodge Data & Analytics,NJ,7,analyst,sr,na,Hamilton,NJ,Hamilton,NJ
263,326,Insurance Financial Data Analyst,4.2,Clearwater Analytics,501 - 1000 ,2004,Company - Private,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),-1,45,82 ,45,82,63.5,Clearwater Analytics,ID,17,analyst,na,na,Boise,ID,Boise,ID
264,328,Data Scientist,4.0,"Tekvalley, Corp.",Jan-50,-1,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1,83,135 ,83,135,109.0,"Tekvalley, Corp.",CA,-1,data scientist,na,na,San Francisco,CA,Pleasanton,CA
265,330,Data Scientist,3.5,BWX Technologies,5001 - 10000 ,1850,Company - Public,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),-1,70,122 ,70,122,96.0,BWX Technologies,TN,171,data scientist,na,M,Oak Ridge,TN,Lynchburg,VA
266,331,Principal Data Scientist with over 10 years experience,-1.0,CA-One Tech Cloud,51 - 200 ,2017,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1,Employer Provided Salary:200,250,200,250,225.0,CA-One Tech Clou,CA,4,data scientist,sr,na,San Francisco,CA,Fremont,CA
267,332,Data Engineer,3.2,PennyMac,1001 - 5000 ,2008,Company - Public,Lending,Finance,$500 million to $1 billion (USD),"Nationstar Mortgage, Caliber Funding, Quicken Loans",70,132 ,70,132,101.0,PennyMac,CA,13,data engineer,na,na,Agoura Hills,CA,Westlake Village,CA
268,333,Senior Data Scientist,3.3,Plymouth Rock Assurance,1001 - 5000 ,1982,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),"Arbella Insurance, Safety Insurance",73,124 ,73,124,98.5,Plymouth Rock Assurance,NJ,39,data scientist,sr,M,Woodbridge,NJ,Boston,MA
269,334,Data Engineer I - Azure,3.9,Vermeer,1001 - 5000 ,1948,Company - Private,Industrial Manufacturing,Manufacturing,$1 to $2 billion (USD),"Caterpillar, John Deere, CNH Industrial",54,101 ,54,101,77.5,Vermeer,IA,73,data engineer,na,na,Pella,IA,Pella,IA
270,335,"Sr. Scientist, Quantitative Translational Sciences",3.7,Takeda Pharmaceuticals,10000+ ,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",117,206 ,117,206,161.5,Takeda Pharmaceuticals,MA,240,other scientist,sr,M,Boston,MA,OSAKA,Japan
271,337,MED TECH/LAB SCIENTIST - LABORATORY,3.6,Beebe Healthcare,1001 - 5000 ,1935,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,21,34 Per Hour,43,70,56.5,Beebe Healthcare,DE,86,other scientist,na,na,Lewes,DE,Lewes,DE
272,339,Sr. Data Scientist II,3.4,Argo Group US,1001 - 5000 ,1948,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),-1,111,183 ,111,183,147.0,Argo Group US,NY,73,data scientist,sr,na,New York,NY,Hamilton,Bermuda
273,341,Data Scientist,3.5,L&T Infotech,10000+ ,1997,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,"Infosys, Accenture, Capgemini",68,112 ,68,112,90.0,L&T Infotech,CA,24,data scientist,na,na,San Ramon,CA,Mumbai,India
